sid,sentence,label
884," Ultimately , of course , the issue was decided by the Civil War ( 1861 – 1865 ) , with the southern states seceding to defend their “ states ’ rights ” to determine their own destinies without interference by the federal government .
",0
885," In this module , we first re - examine how to add velocities and then consider certain aspects of what relative velocity means .
",0
886,"The public role of the first lady reach a new level with Hillary Clinton in the 1990s when her husband put her in charge of his efforts to achieve health care reform , a controversial decision that did not meet with political success .
",0
887,"One example is the family life course , which recognizes the events that occur in the lives of families but views them as parting terms of a fluid course rather than in consecutive stages ( Strong and DeVault 1992 ) .
",1
888,"On the other hand , trustees believe they were elected to exercise their own judgment and know best because they have the time and expertise to study and understand an issue .
",1
889,"Income inequality compares the share of the total income ( or wealth ) in society that is received by different groups ; for example , comparing the share of income received by the top 10 % to the share of income received by the bottom 10 % .
",1
890,"In classical conditioning , the initial period of learning is known as acquisition , when an organism learns to connect a neutral stimulus and an unconditioned stimulus .
",1
891,"They are usually found in pairs and the number of tubules varies with the species of insect .
",0
892,"Elephants are known to respond to frequencies below 20 Hz .
",0
893,"However , as the niece of one president and the wife of another , it was Eleanor Roosevelt in the 1930s and 1940s who opened the door for first ladies to do something more .
",0
894,"Soil particles between 0.002 and 0.1 mm are called silt , and even smaller particles , less than 0.002 mm in diameter , are called clay .
",1
895," These include trends like transcendental meditation or a macrobiotic diet .
",0
896,"Under the act , tribes assumed control of programs that had formerly been controlled by the BIA , such as education and resource management , and the federal government provided the funding .
",0
897,"Meiosis II , in which the second round of meiotic division takes place , includes prophase II , prometaphase II , and so on .
",1
898," In keeping with his goal of a balanced budget , Eisenhower switched the emphasis in defense from larger conventional forces to greater stockpiles of nuclear weapons .
",0
899,"In many countries and cultures around the world , however , having one spouse is not the only form of marriage .
",0
900,"The perception of frequency is called pitch .
",1
901,"A refugee is defined as an individual who has been forced to leave his or her country in order to escape war , persecution , or natural disaster , while asylum - seekers are those whose claim to refugee status has not been validated .
",1
